252.42	0.0079378
258.058	0.0131131
265.576	0.0256084
273.078	0.0488274
278.7	0.0787547
287.893	0.133197
296.993	0.19514
307.831	0.272468
325.67	0.337245
341.644	0.36166
362.913	0.37843
384.166	0.386613
403.618	0.376591
423.023	0.341413
440.673	0.317086
458.293	0.280728
475.912	0.248538
491.778	0.225417
505.826	0.190323
518.058	0.14959
525.012	0.123418
537.291	0.104225
553.015	0.0762112
565.278	0.0628375
579.248	0.0470706
593.172	0.0328169
608.833	0.0218054
619.17	0.0141551
627.768	0.0096414
636.335	0.0062601
644.918	0.0041631
649.961	0.0027697
656.836	0.0020274
661.911	0.001415
665.231	0.0010117
672.044	0.0006729
680.564	0.0004067
683.868	0.0002839
687.142	0.0001889
692.294	0.0001486
