0  1
0.5  1
1.5  0.97357
2.5  0.926295
3.5  0.86974
4.5  0.843124
5.5  0.80482
6.5  0.792566
7.5  0.75999
8.5  0.706952
9.5  0.645177
10.5  0.58399
11.5  0.529258
12.5  0.472628
13.5  0.409112
14.5  0.345808
15.5  0.30438
16.5  0.281515
17.5  0.277092
