2.06633333333333 101
2.06805671392827 100.9862
2.06978297161937 100.9733
2.07151211361738 100.9768
2.07324414715719 100.9503
2.07497907949791 100.9332
2.07671691792295 100.9393
2.07845766974015 100.9008
2.08020134228188 100.8823
2.08194794290512 100.8926
2.0836974789916 100.8855
2.08544995794786 100.8791
2.08720538720539 100.8542
2.08896377422072 100.871
2.09072512647555 100.8672
2.09248945147679 100.8718
2.09425675675676 100.8871
2.0960270498732 100.8971
2.09780033840948 100.8732
2.0995766299746 100.8594
2.10135593220339 100.866
2.10313825275657 100.8755
2.10492359932088 100.8729
2.10671197960918 100.8718
2.10850340136054 100.8441
2.11029787234043 100.8319
2.11209540034072 100.8252
2.11389599317988 100.8575
2.11569965870307 100.8663
2.11750640478224 100.8379
2.11931623931624 100.815
2.12112917023097 100.8099
2.12294520547945 100.785
2.12476435304199 100.8062
2.12658662092624 100.7888
2.12841201716738 100.7968
2.13024054982818 100.8054
2.13207222699914 100.8032
2.13390705679862 100.8141
2.13574504737295 100.8188
2.13758620689655 100.807
2.13943054357204 100.8221
2.1412780656304 100.8183
2.14312878133103 100.8391
2.14498269896194 100.8185
2.14683982683983 100.7858
2.14870017331022 100.7974
2.15056374674761 100.7884
2.15243055555556 100.7947
2.15430060816681 100.7983
2.15617391304348 100.8138
2.15805047867711 100.8249
2.15993031358885 100.8522
2.16181342632956 100.8652
2.16369982547993 100.8916
2.16558951965066 100.8893
2.16748251748252 100.9095
2.16937882764654 100.9012
2.17127845884413 100.9081
2.17318141980719 100.907
2.17508771929825 100.8798
2.17699736611062 100.8541
2.17891036906854 100.8437
2.18082673702726 100.8213
2.18274647887324 100.8306
2.18466960352423 100.8252
2.18659611992945 100.8544
2.18852603706973 100.8639
2.1904593639576 100.8635
2.19239610963749 100.8523
2.19433628318584 100.8575
2.19627989371125 100.8476
2.19822695035461 100.8368
2.20017746228926 100.8101
2.20213143872114 100.7988
2.20408888888889 100.76
2.20604982206406 100.7286
2.2080142475512 100.7095
2.20998217468806 100.7446
2.21195361284567 100.7148
2.21392857142857 100.7133
2.21590705987489 100.7222
2.21788908765653 100.7224
2.21987466427932 100.7031
2.22186379928315 100.719
2.22385650224215 100.7059
2.22585278276481 100.6832
2.22785265049416 100.6473
2.22985611510791 100.6512
2.23186318631863 100.6461
2.23387387387387 100.6316
2.23588818755636 100.6204
2.23790613718412 100.6194
2.23992773261066 100.5822
2.24195298372514 100.581
2.24398190045249 100.5819
2.24601449275362 100.5777
2.24805077062557 100.5829
2.25009074410163 100.5908
2.25213442325159 100.5954
2.25418181818182 100.6098
2.25623293903549 100.6138
2.25828779599271 100.6245
2.26034639927074 100.6329
2.26240875912409 100.6309
2.26447488584475 100.6441
2.26654478976234 100.645
2.26861848124428 100.6407
2.27069597069597 100.6017
2.27277726856095 100.5906
2.2748623853211 100.6088
2.27695133149679 100.6163
2.27904411764706 100.63
2.28114075436982 100.6462
2.28324125230203 100.619
2.28534562211982 100.6241
2.28745387453875 100.6126
2.28956602031394 100.6678
2.2916820702403 100.6861
2.29380203515264 100.6793
2.29592592592593 100.6747
2.29805375347544 100.6441
2.30018552875696 100.6397
2.30232126276695 100.6605
2.30446096654275 100.6417
2.30660465116279 100.6376
2.30875232774674 100.5768
2.31090400745573 100.5667
2.31305970149254 100.5497
2.31521942110177 100.5498
2.31738317757009 100.5291
2.31955098222638 100.521
2.32172284644195 100.5224
2.32389878163074 100.5229
2.32607879924953 100.5529
2.32826291079812 100.5841
2.33045112781955 100.5775
