0.04 1.84 0
0.04 1.88 0
0.04 1.92 0
0.04 1.96 0
0.05 1 0
0.05 1.04 0
0.05 1.08 0
0.05 1.12 0
0.05 1.16 0.00522193
0.05 1.2 0
0.05 1.24 0.0182768
0.05 1.28 0
0.05 1.32 0.0130548
0.05 1.36 0.00522193
0.05 1.4 0.274151
0.05 1.44 0.258486
0.05 1.48 0.0287206
0.05 1.52 0.0104439
0.05 1.56 0
0.05 1.6 0
0.05 1.64 0.00261097
0.05 1.68 0
0.05 1.72 0
0.05 1.76 0
0.05 1.8 0
0.05 1.84 0
0.05 1.88 0
0.05 1.92 0
0.05 1.96 0
0.06 1 0
0.06 1.04 0
0.06 1.08 0
0.06 1.12 0
0.06 1.16 0.0078329
0.06 1.2 0.0104439
0.06 1.24 0.0182768
0.06 1.28 0.0182768
0.06 1.32 0
0.06 1.36 0
0.06 1.4 0.143603
0.06 1.44 0.336815
0.06 1.48 0.0208877
0.06 1.52 0.00522193
0.06 1.56 0.0104439
0.06 1.6 0.0078329
0.06 1.64 0
0.06 1.68 0.0156658
0.06 1.72 0.0208877
0.06 1.76 0.0104439
0.06 1.8 0
0.06 1.84 0
0.06 1.88 0
0.06 1.92 0
0.06 1.96 0
0.07 1 0
0.07 1.04 0
0.07 1.08 0
0.07 1.12 0
0.07 1.16 0.00522193
0.07 1.2 0
0.07 1.24 0.0182768
0.07 1.28 0
0.07 1.32 0.0261097
0.07 1.36 0.0548303
0.07 1.4 0.167102
0.07 1.44 0.208877
0.07 1.48 0
0.07 1.52 0
0.07 1.56 0
0.07 1.6 0.0391645
0.07 1.64 0
0.07 1.68 0.0234987
0.07 1.72 0
0.07 1.76 0.0313316
0.07 1.8 0
0.07 1.84 0
0.07 1.88 0
0.07 1.92 0
0.07 1.96 0
0.08 1 0
0.08 1.04 0
0.08 1.08 0
0.08 1.12 0
0.08 1.16 0
0.08 1.2 0.0287206
0.08 1.24 0.0104439
0.08 1.28 0
0.08 1.32 0
0.08 1.36 0.0391645
0.08 1.4 0.169713
0.08 1.44 0.253264
0.08 1.48 0.00261097
0.08 1.52 0.0208877
0.08 1.56 0.0130548
0.08 1.6 0.0261097
0.08 1.64 0
0.08 1.68 0.0182768
0.08 1.72 0
0.08 1.76 0
0.08 1.8 0
0.08 1.84 0
0.08 1.88 0
0.08 1.92 0
0.08 1.96 0
0.09 1 0
0.09 1.04 0
0.09 1.08 0
0.09 1.12 0
0.09 1.16 0
0.09 1.2 0.0078329
0.09 1.24 0
0.09 1.28 0.0104439
0.09 1.32 0.0182768
0.09 1.36 0
0.09 1.4 0.182768
0.09 1.44 0.255875
0.09 1.48 0.00522193
0.09 1.52 0.0522193
0.09 1.56 0
0.09 1.6 0.0130548
0.09 1.64 0.0365535
0.09 1.68 0.0391645
0.09 1.72 0
0.09 1.76 0
0.09 1.8 0
0.09 1.84 0
0.09 1.88 0
0.09 1.92 0
0.09 1.96 0
0.1 1 0
0.1 1.04 0
0.1 1.08 0
0.1 1.12 0
0.1 1.16 0.0156658
0.1 1.2 0
0.1 1.24 0.0208877
0.1 1.28 0.0104439
0.1 1.32 0.0261097
0.1 1.36 0.0261097
0.1 1.4 0.127937
0.1 1.44 0.250653
0.1 1.48 0.0234987
0.1 1.52 0.0522193
0.1 1.56 0.0339426
0.1 1.6 0
0.1 1.64 0.0156658
0.1 1.68 0
0.1 1.72 0.0078329
0.1 1.76 0.00261097
0.1 1.8 0
0.1 1.84 0
0.1 1.88 0
0.1 1.92 0
0.1 1.96 0
0.11 1 0
0.11 1.04 0
0.11 1.08 0
0.11 1.12 0
0.11 1.16 0.0339426
0.11 1.2 0.0104439
0.11 1.24 0.0130548
0.11 1.28 0.0313316
0.11 1.32 0.0417755
0.11 1.36 0
0.11 1.4 0.122715
0.11 1.44 0.138381
0.11 1.48 0.0496084
0.11 1.52 0.0261097
0.11 1.56 0.0287206
0.11 1.6 0.0287206
0.11 1.64 0.0078329
0.11 1.68 0.0104439
0.11 1.72 0.0182768
0.11 1.76 0.0234987
0.11 1.8 0
0.11 1.84 0
0.11 1.88 0
0.11 1.92 0
0.11 1.96 0
0.12 1 0
0.12 1.04 0
0.12 1.08 0
0.12 1.12 0
0.12 1.16 0.0678851
0.12 1.2 0.0234987
0.12 1.24 0.0156658
0.12 1.28 0.0208877
0.12 1.32 0.0313316
0.12 1.36 0.0313316
0.12 1.4 0.109661
0.12 1.44 0.172324
0.12 1.48 0.0365535
0.12 1.52 0.0234987
0.12 1.56 0.0104439
0.12 1.6 0.00522193
0.12 1.64 0.0208877
0.12 1.68 0.0130548
0.12 1.72 0.0156658
0.12 1.76 0.0104439
0.12 1.8 0
0.12 1.84 0
0.12 1.88 0
0.12 1.92 0
0.12 1.96 0
0.13 1 0
0.13 1.04 0
0.13 1.08 0
0.13 1.12 0
0.13 1.16 0.0287206
0.13 1.2 0.0313316
0.13 1.24 0.0391645
0.13 1.28 0.0339426
0.13 1.32 0.0104439
0.13 1.36 0.0261097
0.13 1.4 0.0652742
0.13 1.44 0.109661
0.13 1.48 0.0156658
0.13 1.52 0.0208877
0.13 1.56 0.00522193
0.13 1.6 0.0078329
0.13 1.64 0.0182768
0.13 1.68 0.0443864
0.13 1.72 0.0208877
0.13 1.76 0.0104439
0.13 1.8 0
0.13 1.84 0
0.13 1.88 0
0.13 1.92 0
0.13 1.96 0
0.14 1 0
0.14 1.04 0
0.14 1.08 0
0.14 1.12 0
0.14 1.16 0.0156658
0.14 1.2 0.0104439
0.14 1.24 0.00522193
0.14 1.28 0.0182768
0.14 1.32 0.0861619
0.14 1.36 0.0208877
0.14 1.4 0.167102
0.14 1.44 0.0913838
0.14 1.48 0
0.14 1.52 0.0078329
0.14 1.56 0.0208877
0.14 1.6 0.0261097
0.14 1.64 0.00522193
0.14 1.68 0.0704961
0.14 1.72 0.0078329
0.14 1.76 0.0208877
0.14 1.8 0
0.14 1.84 0
0.14 1.88 0
0.14 1.92 0
0.14 1.96 0
0.15 1 0
0.15 1.04 0
0.15 1.08 0
0.15 1.12 0
0.15 1.16 0.0156658
0.15 1.2 0.0104439
0.15 1.24 0.0704961
0.15 1.28 0.0182768
0.15 1.32 0.0365535
0.15 1.36 0.0417755
0.15 1.4 0.174935
0.15 1.44 0.0939948
0.15 1.48 0.0234987
0.15 1.52 0.0678851
0.15 1.56 0.0496084
0.15 1.6 0.0496084
0.15 1.64 0.0182768
0.15 1.68 0.0391645
0.15 1.72 0.0469974
0.15 1.76 0.0104439
0.15 1.8 0
0.15 1.84 0
0.15 1.88 0
0.15 1.92 0
0.15 1.96 0
0.16 1 0
0.16 1.04 0
0.16 1.08 0
0.16 1.12 0
0.16 1.16 0
0.16 1.2 0
0.16 1.24 0.0104439
0.16 1.28 0.0548303
0.16 1.32 0.0339426
0.16 1.36 0.0287206
0.16 1.4 0.180157
0.16 1.44 0.190601
0.16 1.48 0.0339426
0.16 1.52 0.0678851
0.16 1.56 0.0600522
0.16 1.6 0.0548303
0.16 1.64 0.0966057
0.16 1.68 0.0287206
0.16 1.72 0.0078329
0.16 1.76 0.0339426
0.16 1.8 0
0.16 1.84 0
0.16 1.88 0
0.16 1.92 0
0.16 1.96 0
0.17 1 0
0.17 1.04 0
0.17 1.08 0
0.17 1.12 0
0.17 1.16 0.0313316
0.17 1.2 0.0208877
0.17 1.24 0.0078329
0.17 1.28 0.0078329
0.17 1.32 0.0261097
0.17 1.36 0.075718
0.17 1.4 0.104439
0.17 1.44 0.232376
0.17 1.48 0
0.17 1.52 0.0417755
0.17 1.56 0.0313316
0.17 1.6 0.0208877
0.17 1.64 0.0104439
0.17 1.68 0.0391645
0.17 1.72 0.0156658
0.17 1.76 0.0078329
0.17 1.8 0
0.17 1.84 0
0.17 1.88 0
0.17 1.92 0
0.17 1.96 0
0.18 1 0
0.18 1.04 0
0.18 1.08 0
0.18 1.12 0
0.18 1.16 0.0417755
0.18 1.2 0.0261097
0.18 1.24 0.0287206
0.18 1.28 0.0234987
0.18 1.32 0.0391645
0.18 1.36 0.0391645
0.18 1.4 0.182768
0.18 1.44 0.0861619
0.18 1.48 0.0339426
0.18 1.52 0.00522193
0.18 1.56 0.0313316
0.18 1.6 0.0130548
0.18 1.64 0.00261097
0.18 1.68 0.0469974
0.18 1.72 0.0313316
0.18 1.76 0
0.18 1.8 0
0.18 1.84 0
0.18 1.88 0
0.18 1.92 0
0.18 1.96 0
0.19 1 0
0.19 1.04 0
0.19 1.08 0
0.19 1.12 0
0.19 1.16 0.0339426
0.19 1.2 0.0261097
0.19 1.24 0.0548303
0.19 1.28 0.0156658
0.19 1.32 0.0208877
0.19 1.36 0.0234987
0.19 1.4 0.112272
0.19 1.44 0.10705
0.19 1.48 0.0313316
0.19 1.52 0.0835509
0.19 1.56 0.0469974
0.19 1.6 0.0261097
0.19 1.64 0.0130548
0.19 1.68 0.0104439
0.19 1.72 0.0522193
0.19 1.76 0
0.19 1.8 0
0.19 1.84 0
0.19 1.88 0
0.19 1.92 0
0.19 1.96 0
0.2 1 0
0.2 1.04 0
0.2 1.08 0
0.2 1.12 0
0.2 1.16 0
0.2 1.2 0.0522193
0.2 1.24 0.0130548
0.2 1.28 0
0.2 1.32 0.0548303
0.2 1.36 0.0574413
0.2 1.4 0.18799
0.2 1.44 0.122715
0.2 1.48 0.0704961
0.2 1.52 0.0469974
0.2 1.56 0.0678851
0.2 1.6 0.0156658
0.2 1.64 0.0078329
0.2 1.68 0.0104439
0.2 1.72 0.0208877
0.2 1.76 0
0.2 1.8 0
0.2 1.84 0
0.2 1.88 0
0.2 1.92 0
0.2 1.96 0
0.21 1 0
0.21 1.04 0
0.21 1.08 0
0.21 1.12 0
0.21 1.16 0.0078329
0.21 1.2 0.0469974
0.21 1.24 0.0261097
0.21 1.28 0.0417755
0.21 1.32 0.0443864
0.21 1.36 0.0261097
0.21 1.4 0.117493
0.21 1.44 0.133159
0.21 1.48 0.0574413
0.21 1.52 0.0600522
0.21 1.56 0.0339426
0.21 1.6 0.0156658
0.21 1.64 0.0078329
0.21 1.68 0.0496084
0.21 1.72 0.0313316
0.21 1.76 0
0.21 1.8 0
0.21 1.84 0
0.21 1.88 0
0.21 1.92 0
0.21 1.96 0
0.22 1 0
0.22 1.04 0
0.22 1.08 0
0.22 1.12 0
0.22 1.16 0.0287206
0.22 1.2 0
0.22 1.24 0.0234987
0.22 1.28 0.0443864
0.22 1.32 0.0913838
0.22 1.36 0.13577
0.22 1.4 0.211488
0.22 1.44 0.227154
0.22 1.48 0.0548303
0.22 1.52 0.0443864
0.22 1.56 0.0496084
0.22 1.6 0.0130548
0.22 1.64 0.0182768
0.22 1.68 0.00522193
0.22 1.72 0.0208877
0.22 1.76 0
0.22 1.8 0
0.22 1.84 0
0.22 1.88 0
0.22 1.92 0
0.22 1.96 0
0.23 1 0
0.23 1.04 0
0.23 1.08 0
0.23 1.12 0
0.23 1.16 0.0130548
0.23 1.2 0.00261097
0.23 1.24 0.0078329
0.23 1.28 0.0130548
0.23 1.32 0.0391645
0.23 1.36 0.0443864
0.23 1.4 0.169713
0.23 1.44 0.156658
0.23 1.48 0.0287206
0.23 1.52 0.0261097
0.23 1.56 0.0261097
0.23 1.6 0.0574413
0.23 1.64 0.0234987
0.23 1.68 0.0234987
0.23 1.72 0.0104439
0.23 1.76 0
0.23 1.8 0
0.23 1.84 0
0.23 1.88 0
0.23 1.92 0
0.23 1.96 0
0.24 1 0
0.24 1.04 0
0.24 1.08 0
0.24 1.12 0
0.24 1.16 0.0261097
0.24 1.2 0.0600522
0.24 1.24 0.0182768
0.24 1.28 0.0548303
0.24 1.32 0.0469974
0.24 1.36 0.0678851
0.24 1.4 0.185379
0.24 1.44 0.185379
0.24 1.48 0.0391645
0.24 1.52 0.0287206
0.24 1.56 0.0522193
0.24 1.6 0.0469974
0.24 1.64 0.0522193
0.24 1.68 0
0.24 1.72 0.0365535
0.24 1.76 0.00522193
0.24 1.8 0
0.24 1.84 0
0.24 1.88 0
0.24 1.92 0
0.24 1.96 0
0.25 1 0
0.25 1.04 0
0.25 1.08 0
0.25 1.12 0
0.25 1.16 0.0391645
0.25 1.2 0.0469974
0.25 1.24 0.0678851
0.25 1.28 0.0469974
0.25 1.32 0.0261097
0.25 1.36 0.0887728
0.25 1.4 0.221932
0.25 1.44 0.180157
0.25 1.48 0.0574413
0.25 1.52 0.0287206
0.25 1.56 0.0287206
0.25 1.6 0.0548303
0.25 1.64 0.0130548
0.25 1.68 0.0261097
0.25 1.72 0
0.25 1.76 0.0182768
0.25 1.8 0
0.25 1.84 0
0.25 1.88 0
0.25 1.92 0
0.25 1.96 0
0.26 1 0
0.26 1.04 0
0.26 1.08 0
0.26 1.12 0
0.26 1.16 0.0261097
0.26 1.2 0.0887728
0.26 1.24 0.0574413
0.26 1.28 0.0339426
0.26 1.32 0.0861619
0.26 1.36 0.075718
0.26 1.4 0.190601
0.26 1.44 0.208877
0.26 1.48 0.0626632
0.26 1.52 0.0678851
0.26 1.56 0.0469974
0.26 1.6 0.0469974
0.26 1.64 0.075718
0.26 1.68 0.0913838
0.26 1.72 0.0417755
0.26 1.76 0.0104439
0.26 1.8 0
0.26 1.84 0
0.26 1.88 0
0.26 1.92 0
0.26 1.96 0
0.27 1 0
0.27 1.04 0
0.27 1.08 0
0.27 1.12 0
0.27 1.16 0.0678851
0.27 1.2 0.0287206
0.27 1.24 0.0496084
0.27 1.28 0.0496084
0.27 1.32 0.0391645
0.27 1.36 0.0704961
0.27 1.4 0.143603
0.27 1.44 0.185379
0.27 1.48 0.104439
0.27 1.52 0.0496084
0.27 1.56 0.0078329
0.27 1.6 0.0156658
0.27 1.64 0.0156658
0.27 1.68 0.0522193
0.27 1.72 0.0130548
0.27 1.76 0.0130548
0.27 1.8 0
0.27 1.84 0
0.27 1.88 0
0.27 1.92 0
0.27 1.96 0
0.28 1 0
0.28 1.04 0
0.28 1.08 0
0.28 1.12 0
0.28 1.16 0.0339426
0.28 1.2 0.0496084
0.28 1.24 0.0182768
0.28 1.28 0.0156658
0.28 1.32 0.0234987
0.28 1.36 0.075718
0.28 1.4 0.185379
0.28 1.44 0.174935
0.28 1.48 0.0417755
0.28 1.52 0.0208877
0.28 1.56 0.0104439
0.28 1.6 0.0704961
0.28 1.64 0.0496084
0.28 1.68 0.0417755
0.28 1.72 0
0.28 1.76 0.0104439
0.28 1.8 0
0.28 1.84 0
0.28 1.88 0
0.28 1.92 0
0.28 1.96 0
0.29 1 0
0.29 1.04 0
0.29 1.08 0
0.29 1.12 0
0.29 1.16 0.0313316
0.29 1.2 0.0234987
0.29 1.24 0.0522193
0.29 1.28 0.0443864
0.29 1.32 0.0234987
0.29 1.36 0.0678851
0.29 1.4 0.0652742
0.29 1.44 0.0835509
0.29 1.48 0.0496084
0.29 1.52 0.0469974
0.29 1.56 0.0600522
0.29 1.6 0.0156658
0.29 1.64 0.00522193
0.29 1.68 0.0261097
0.29 1.72 0.0078329
0.29 1.76 0.0234987
0.29 1.8 0
0.29 1.84 0
0.29 1.88 0
0.29 1.92 0
0.29 1.96 0
0.3 1 0
0.3 1.04 0
0.3 1.08 0
0.3 1.12 0
0.3 1.16 0.0652742
0.3 1.2 0.0600522
0.3 1.24 0.0443864
0.3 1.28 0.0913838
0.3 1.32 0.0887728
0.3 1.36 0.0391645
0.3 1.4 0.13577
0.3 1.44 0.0835509
0.3 1.48 0.0939948
0.3 1.52 0.073107
0.3 1.56 0.0417755
0.3 1.6 0.0234987
0.3 1.64 0.0417755
0.3 1.68 0.0391645
0.3 1.72 0.0574413
0.3 1.76 0
0.3 1.8 0
0.3 1.84 0
0.3 1.88 0
0.3 1.92 0
0.3 1.96 0
0.31 1 0
0.31 1.04 0
0.31 1.08 0
0.31 1.12 0
0.31 1.16 0.0313316
0.31 1.2 0.0365535
0.31 1.24 0.0626632
0.31 1.28 0.0182768
0.31 1.32 0.0391645
0.31 1.36 0.0496084
0.31 1.4 0.101828
0.31 1.44 0.16188
0.31 1.48 0.117493
0.31 1.52 0.0939948
0.31 1.56 0.0391645
0.31 1.6 0.0861619
0.31 1.64 0.0887728
0.31 1.68 0.0861619
0.31 1.72 0.0339426
0.31 1.76 0.0130548
0.31 1.8 0
0.31 1.84 0
0.31 1.88 0
0.31 1.92 0
0.31 1.96 0
0.32 1 0
0.32 1.04 0
0.32 1.08 0
0.32 1.12 0
0.32 1.16 0.0626632
0.32 1.2 0.0417755
0.32 1.24 0.0208877
0.32 1.28 0.0391645
0.32 1.32 0.0417755
0.32 1.36 0.0469974
0.32 1.4 0.190601
0.32 1.44 0.295039
0.32 1.48 0.0861619
0.32 1.52 0.0156658
0.32 1.56 0.0391645
0.32 1.6 0.0600522
0.32 1.64 0.0287206
0.32 1.68 0.0078329
0.32 1.72 0.0391645
0.32 1.76 0
0.32 1.8 0
0.32 1.84 0
0.32 1.88 0
0.32 1.92 0
0.32 1.96 0
0.33 1 0
0.33 1.04 0
0.33 1.08 0
0.33 1.12 0
0.33 1.16 0.0104439
0.33 1.2 0.0182768
0.33 1.24 0.0522193
0.33 1.28 0.0913838
0.33 1.32 0.0469974
0.33 1.36 0.073107
0.33 1.4 0.190601
0.33 1.44 0.13577
0.33 1.48 0.0313316
0.33 1.52 0.0365535
0.33 1.56 0.0443864
0.33 1.6 0.0417755
0.33 1.64 0.0626632
0.33 1.68 0.0574413
0.33 1.72 0.0261097
0.33 1.76 0.0156658
0.33 1.8 0
0.33 1.84 0
0.33 1.88 0
0.33 1.92 0
0.33 1.96 0
0.34 1 0
0.34 1.04 0
0.34 1.08 0
0.34 1.12 0
0.34 1.16 0.0261097
0.34 1.2 0.0261097
0.34 1.24 0.0287206
0.34 1.28 0.104439
0.34 1.32 0.10705
0.34 1.36 0.0861619
0.34 1.4 0.185379
0.34 1.44 0.190601
0.34 1.48 0.0678851
0.34 1.52 0.101828
0.34 1.56 0.0469974
0.34 1.6 0.0469974
0.34 1.64 0.0652742
0.34 1.68 0
0.34 1.72 0.00522193
0.34 1.76 0.0234987
0.34 1.8 0
0.34 1.84 0
0.34 1.88 0
0.34 1.92 0
0.34 1.96 0
0.35 1 0
0.35 1.04 0
0.35 1.08 0
0.35 1.12 0
0.35 1.16 0.0417755
0.35 1.2 0.0626632
0.35 1.24 0.073107
0.35 1.28 0.0600522
0.35 1.32 0.10705
0.35 1.36 0.0913838
0.35 1.4 0.156658
0.35 1.44 0.151436
0.35 1.48 0.0626632
0.35 1.52 0.0443864
0.35 1.56 0.0417755
0.35 1.6 0.075718
0.35 1.64 0.0339426
0.35 1.68 0.0417755
0.35 1.72 0.0261097
0.35 1.76 0
0.35 1.8 0
0.35 1.84 0
0.35 1.88 0
0.35 1.92 0
0.35 1.96 0
0.36 1 0
0.36 1.04 0
0.36 1.08 0
0.36 1.12 0
0.36 1.16 0.0261097
0.36 1.2 0
0.36 1.24 0.0600522
0.36 1.28 0.0261097
0.36 1.32 0.0182768
0.36 1.36 0.114883
0.36 1.4 0.266319
0.36 1.44 0.240209
0.36 1.48 0.104439
0.36 1.52 0.0809399
0.36 1.56 0.0574413
0.36 1.6 0.0548303
0.36 1.64 0.0600522
0.36 1.68 0.0574413
0.36 1.72 0.0913838
0.36 1.76 0.0208877
0.36 1.8 0
0.36 1.84 0
0.36 1.88 0
0.36 1.92 0
0.36 1.96 0
0.37 1 0
0.37 1.04 0
0.37 1.08 0
0.37 1.12 0
0.37 1.16 0.0417755
0.37 1.2 0.0365535
0.37 1.24 0.0417755
0.37 1.28 0.127937
0.37 1.32 0.075718
0.37 1.36 0.0913838
0.37 1.4 0.156658
0.37 1.44 0.24282
0.37 1.48 0.0522193
0.37 1.52 0.0391645
0.37 1.56 0.075718
0.37 1.6 0.16188
0.37 1.64 0.0574413
0.37 1.68 0.0966057
0.37 1.72 0.0443864
0.37 1.76 0.0078329
0.37 1.8 0
0.37 1.84 0
0.37 1.88 0
0.37 1.92 0
0.37 1.96 0
0.38 1 0
0.38 1.04 0
0.38 1.08 0
0.38 1.12 0
0.38 1.16 0.0156658
0.38 1.2 0.0365535
0.38 1.24 0.0574413
0.38 1.28 0.0469974
0.38 1.32 0.0287206
0.38 1.36 0.078329
0.38 1.4 0.122715
0.38 1.44 0.122715
0.38 1.48 0.0809399
0.38 1.52 0.117493
0.38 1.56 0.0652742
0.38 1.6 0.0469974
0.38 1.64 0.0496084
0.38 1.68 0.0574413
0.38 1.72 0.0496084
0.38 1.76 0.0365535
0.38 1.8 0
0.38 1.84 0
0.38 1.88 0
0.38 1.92 0
0.38 1.96 0
0.39 1 0
0.39 1.04 0
0.39 1.08 0
0.39 1.12 0
0.39 1.16 0.0522193
0.39 1.2 0.0391645
0.39 1.24 0.0469974
0.39 1.28 0.0443864
0.39 1.32 0.0861619
0.39 1.36 0.117493
0.39 1.4 0.148825
0.39 1.44 0.214099
0.39 1.48 0.075718
0.39 1.52 0.0496084
0.39 1.56 0.078329
0.39 1.6 0.0548303
0.39 1.64 0.0339426
0.39 1.68 0.073107
0.39 1.72 0.0208877
0.39 1.76 0.00261097
0.39 1.8 0
0.39 1.84 0
0.39 1.88 0
0.39 1.92 0
0.39 1.96 0
0.4 1 0
0.4 1.04 0
0.4 1.08 0
0.4 1.12 0
0.4 1.16 0.0704961
0.4 1.2 0.0156658
0.4 1.24 0.0469974
0.4 1.28 0.0339426
0.4 1.32 0.0574413
0.4 1.36 0.127937
0.4 1.4 0.13577
0.4 1.44 0.172324
0.4 1.48 0.0443864
0.4 1.52 0.0809399
0.4 1.56 0.0417755
0.4 1.6 0.073107
0.4 1.64 0.0548303
0.4 1.68 0.0574413
0.4 1.72 0.0417755
0.4 1.76 0.0182768
0.4 1.8 0
0.4 1.84 0
0.4 1.88 0
0.4 1.92 0
0.4 1.96 0
0.41 1 0
0.41 1.04 0
0.41 1.08 0
0.41 1.12 0
0.41 1.16 0.0443864
0.41 1.2 0.0287206
0.41 1.24 0.0678851
0.41 1.28 0.0704961
0.41 1.32 0.0652742
0.41 1.36 0.0522193
0.41 1.4 0.240209
0.41 1.44 0.211488
0.41 1.48 0.0678851
0.41 1.52 0.0678851
0.41 1.56 0.0678851
0.41 1.6 0.073107
0.41 1.64 0.0469974
0.41 1.68 0.0469974
0.41 1.72 0.101828
0.41 1.76 0.0182768
0.41 1.8 0
0.41 1.84 0
0.41 1.88 0
0.41 1.92 0
0.41 1.96 0
0.42 1 0
0.42 1.04 0
0.42 1.08 0
0.42 1.12 0
0.42 1.16 0.0704961
0.42 1.2 0.0287206
0.42 1.24 0.0522193
0.42 1.28 0.0391645
0.42 1.32 0.125326
0.42 1.36 0.185379
0.42 1.4 0.172324
0.42 1.44 0.151436
0.42 1.48 0.10705
0.42 1.52 0.0939948
0.42 1.56 0.0443864
0.42 1.6 0.00522193
0.42 1.64 0.10705
0.42 1.68 0.0574413
0.42 1.72 0.0313316
0.42 1.76 0.0496084
0.42 1.8 0
0.42 1.84 0
0.42 1.88 0
0.42 1.92 0
0.42 1.96 0
0.43 1 0
0.43 1.04 0
0.43 1.08 0
0.43 1.12 0
0.43 1.16 0.00261097
0.43 1.2 0.075718
0.43 1.24 0.0522193
0.43 1.28 0.101828
0.43 1.32 0.0496084
0.43 1.36 0.0939948
0.43 1.4 0.339426
0.43 1.44 0.284595
0.43 1.48 0.112272
0.43 1.52 0.0365535
0.43 1.56 0.0522193
0.43 1.6 0.0391645
0.43 1.64 0.120104
0.43 1.68 0.0261097
0.43 1.72 0.133159
0.43 1.76 0.0078329
0.43 1.8 0
0.43 1.84 0
0.43 1.88 0
0.43 1.92 0
0.43 1.96 0
0.44 1 0
0.44 1.04 0
0.44 1.08 0
0.44 1.12 0
0.44 1.16 0.0548303
0.44 1.2 0.0548303
0.44 1.24 0.0496084
0.44 1.28 0.078329
0.44 1.32 0.0939948
0.44 1.36 0.0992167
0.44 1.4 0.219321
0.44 1.44 0.253264
0.44 1.48 0.104439
0.44 1.52 0.0417755
0.44 1.56 0.0966057
0.44 1.6 0.0966057
0.44 1.64 0.0626632
0.44 1.68 0.0548303
0.44 1.72 0.0496084
0.44 1.76 0
0.44 1.8 0
0.44 1.84 0
0.44 1.88 0
0.44 1.92 0
0.44 1.96 0
0.45 1 0
0.45 1.04 0
0.45 1.08 0
0.45 1.12 0
0.45 1.16 0.073107
0.45 1.2 0.0234987
0.45 1.24 0.0287206
0.45 1.28 0.104439
0.45 1.32 0.0469974
0.45 1.36 0.101828
0.45 1.4 0.336815
0.45 1.44 0.227154
0.45 1.48 0.0678851
0.45 1.52 0.0704961
0.45 1.56 0.13577
0.45 1.6 0.0548303
0.45 1.64 0.0339426
0.45 1.68 0.0365535
0.45 1.72 0.0652742
0.45 1.76 0.0417755
0.45 1.8 0
0.45 1.84 0
0.45 1.88 0
0.45 1.92 0
0.45 1.96 0
0.46 1 0
0.46 1.04 0
0.46 1.08 0
0.46 1.12 0
0.46 1.16 0.0261097
0.46 1.2 0.0913838
0.46 1.24 0.109661
0.46 1.28 0.133159
0.46 1.32 0.0966057
0.46 1.36 0.156658
0.46 1.4 0.375979
0.46 1.44 0.266319
0.46 1.48 0.214099
0.46 1.52 0.0704961
0.46 1.56 0.0992167
0.46 1.6 0.120104
0.46 1.64 0.0992167
0.46 1.68 0.0469974
