70	4.02125e-05
71	4.02125e-05
72	4.02125e-05
73	4.02125e-05
74	4.02125e-05
75	4.02125e-05
76	4.02125e-05
77	4.02125e-05
78	4.02125e-05
79	4.02125e-05
80	4.02125e-05
81	4.02125e-05
82	4.02125e-05
83	4.02125e-05
84	4.02125e-05
85	4.02125e-05
86	4.02125e-05
87	4.02125e-05
88	4.02125e-05
89	4.02125e-05
90	4.02125e-05
91	4.02125e-05
92	4.02125e-05
93	4.02125e-05
94	4.02125e-05
95	4.02125e-05
96	4.02125e-05
97	4.02125e-05
98	4.02125e-05
99	4.02125e-05
100	4.02125e-05
101	4.02125e-05
102	4.02125e-05
103	4.02125e-05
104	4.02125e-05
105	4.02125e-05
106	4.02125e-05
107	4.02125e-05
108	4.02125e-05
109	4.02125e-05
110	4.02125e-05
111	4.02125e-05
112	4.02125e-05
113	4.02125e-05
114	4.02125e-05
115	4.02125e-05
116	4.02125e-05
117	4.02125e-05
118	4.02125e-05
119	4.02125e-05
120	4.02125e-05
121	4.02125e-05
122	4.02125e-05
123	4.02125e-05
124	4.02125e-05
125	4.02125e-05
126	4.02125e-05
127	4.02125e-05
128	4.02125e-05
129	4.02125e-05
130	4.02125e-05
131	4.02125e-05
132	4.02125e-05
133	4.02125e-05
134	4.02125e-05
135	4.02125e-05
136	4.02125e-05
137	4.02125e-05
138	4.02125e-05
139	4.02125e-05
140	4.02125e-05
141	4.02125e-05
142	4.02125e-05
143	4.02125e-05
144	4.02125e-05
145	4.02125e-05
146	4.02125e-05
147	4.02125e-05
148	4.02125e-05
149	4.02125e-05
150	4.02125e-05
151	4.02125e-05
152	4.02125e-05
153	4.02125e-05
154	4.02125e-05
155	4.02125e-05
156	4.02125e-05
157	4.02125e-05
158	4.02125e-05
159	4.02125e-05
160	4.02125e-05
161	4.02125e-05
162	4.02125e-05
163	4.02125e-05
164	4.02125e-05
165	4.02125e-05
166	4.02125e-05
167	4.02125e-05
168	4.02125e-05
169	4.02125e-05
170	4.02125e-05
171	4.02125e-05
172	4.02125e-05
173	4.02125e-05
174	4.02125e-05
175	4.02125e-05
176	4.02125e-05
177	4.02125e-05
178	4.02125e-05
179	4.02125e-05
180	4.02125e-05
181	4.02125e-05
182	4.02125e-05
183	4.02125e-05
184	4.02125e-05
185	4.02125e-05
186	4.02125e-05
187	4.02125e-05
188	4.02125e-05
189	4.02125e-05
190	4.02125e-05
191	4.02125e-05
192	4.02125e-05
193	4.02125e-05
194	4.02125e-05
195	4.02125e-05
196	4.02125e-05
197	4.02125e-05
198	4.02125e-05
199	4.02125e-05
200	4.02125e-05
201	4.02125e-05
202	4.02125e-05
203	4.02125e-05
204	4.02125e-05
205	4.02125e-05
206	4.02125e-05
207	4.02125e-05
208	4.02125e-05
209	4.02125e-05
210	4.02125e-05
211	4.02125e-05
212	4.02125e-05
213	4.02125e-05
214	4.02125e-05
215	4.02125e-05
216	4.02125e-05
217	4.02125e-05
218	4.02125e-05
219	4.02125e-05
